,case_date,state,cases,deaths,state_abbreviation,status,restriction_start,restriction_end,status_details,external_link,population,country,county,date,type
2619,2020-07-08,Colorado,35185,1707,CO,reversing,,2020-04-26,"Gov. Jared Polis was one of the first Democratic governors to begin reopening his state, letting Colorado's stay-at-home order expire on April 26. Businesses reopened throughout May and June, but in response to continuing outbreaks in neighboring states, on July 1, Mr. Polis extended the state’s Safer at Home phase and closed bars. Counties and communities that meet certain criteria could reopen bars or move further along in reopening later this month.",https://denver.cbslocal.com/2020/06/30/polis-colorado-bars-coronavirus/,5758736,United States,,2020-03-26,Stay at home
2620,2020-07-09,Colorado,35604,1707,CO,reversing,,2020-04-26,"Gov. Jared Polis was one of the first Democratic governors to begin reopening his state, letting Colorado's stay-at-home order expire on April 26. Businesses reopened throughout May and June, but in response to continuing outbreaks in neighboring states, on July 1, Mr. Polis extended the state’s Safer at Home phase and closed bars. Counties and communities that meet certain criteria could reopen bars or move further along in reopening later this month.",https://denver.cbslocal.com/2020/06/30/polis-colorado-bars-coronavirus/,5758736,United States,,2020-03-26,Stay at home
2621,2020-07-10,Colorado,36210,1724,CO,reversing,,2020-04-26,"Gov. Jared Polis was one of the first Democratic governors to begin reopening his state, letting Colorado's stay-at-home order expire on April 26. Businesses reopened throughout May and June, but in response to continuing outbreaks in neighboring states, on July 1, Mr. Polis extended the state’s Safer at Home phase and closed bars. Counties and communities that meet certain criteria could reopen bars or move further along in reopening later this month.",https://denver.cbslocal.com/2020/06/30/polis-colorado-bars-coronavirus/,5758736,United States,,2020-03-26,Stay at home
2622,2020-07-11,Colorado,36633,1725,CO,reversing,,2020-04-26,"Gov. Jared Polis was one of the first Democratic governors to begin reopening his state, letting Colorado's stay-at-home order expire on April 26. Businesses reopened throughout May and June, but in response to continuing outbreaks in neighboring states, on July 1, Mr. Polis extended the state’s Safer at Home phase and closed bars. Counties and communities that meet certain criteria could reopen bars or move further along in reopening later this month.",https://denver.cbslocal.com/2020/06/30/polis-colorado-bars-coronavirus/,5758736,United States,,2020-03-26,Stay at home
2623,2020-03-05,Maryland,3,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2624,2020-03-06,Maryland,3,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2625,2020-03-07,Maryland,3,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2626,2020-03-08,Maryland,5,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2627,2020-03-09,Maryland,6,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2628,2020-03-10,Maryland,9,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2629,2020-03-11,Maryland,13,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2630,2020-03-12,Maryland,13,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2631,2020-03-13,Maryland,18,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2632,2020-03-14,Maryland,27,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2633,2020-03-15,Maryland,32,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2634,2020-03-16,Maryland,39,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2635,2020-03-17,Maryland,57,0,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2636,2020-03-18,Maryland,85,1,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2637,2020-03-19,Maryland,108,1,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2638,2020-03-20,Maryland,150,2,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2639,2020-03-21,Maryland,195,3,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2640,2020-03-22,Maryland,245,3,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2641,2020-03-23,Maryland,290,3,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2642,2020-03-24,Maryland,349,4,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2643,2020-03-25,Maryland,423,4,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2644,2020-03-26,Maryland,581,4,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2645,2020-03-27,Maryland,790,5,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2646,2020-03-28,Maryland,1066,10,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2647,2020-03-29,Maryland,1244,11,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2648,2020-03-30,Maryland,1415,15,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2649,2020-03-31,Maryland,1662,18,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2650,2020-04-01,Maryland,1985,33,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2651,2020-04-02,Maryland,2331,36,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2652,2020-04-03,Maryland,2758,42,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2653,2020-04-04,Maryland,3125,54,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2654,2020-04-05,Maryland,3609,68,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2655,2020-04-06,Maryland,4045,92,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2656,2020-04-07,Maryland,4371,104,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2657,2020-04-08,Maryland,5529,124,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2658,2020-04-09,Maryland,6185,139,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2659,2020-04-10,Maryland,6968,172,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2660,2020-04-11,Maryland,7694,207,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2661,2020-04-12,Maryland,8225,236,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2662,2020-04-13,Maryland,8936,262,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2663,2020-04-14,Maryland,9472,302,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2664,2020-04-15,Maryland,10096,413,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2665,2020-04-16,Maryland,10851,459,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2666,2020-04-17,Maryland,11641,494,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2667,2020-04-18,Maryland,12379,534,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2668,2020-04-19,Maryland,12892,548,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2669,2020-04-20,Maryland,13750,582,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2670,2020-04-21,Maryland,14261,652,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2671,2020-04-22,Maryland,14842,698,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2672,2020-04-23,Maryland,15805,748,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2673,2020-04-24,Maryland,16693,798,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2674,2020-04-25,Maryland,17844,875,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2675,2020-04-26,Maryland,18664,910,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2676,2020-04-27,Maryland,19574,945,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2677,2020-04-28,Maryland,20200,1016,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
